Province,Country,uid,Date,Total Confirmed Cases,Total Deaths,Total Recovered,Active Cases,New Cases,New Deaths,New Recovered,Closed cases,Death Rate Based on Confirmed cases,Death Rate Based on Closed cases,Lat Lang,Benchmark
Hong Kong,China,China - Hong Kong,2020-03-09,115,3,59,53,1,0,1.0,4.0,0.026,0.75,"22.3,114.2",0.02
,Syria,Syria,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"34.802075,38.99681500000001",0.02
,Cyprus,Cyprus,2020-03-09,2,0,0,2,2,0,0.0,0.0,0.0,0.0,"35.1264,33.4299",0.02
Ningxia,China,China - Ningxia,2020-03-09,75,0,71,4,0,0,0.0,0.0,0.0,0.0,"37.2692,106.1655",0.02
,Maldives,Maldives,2020-03-09,4,0,0,4,0,0,0.0,0.0,0.0,0.0,"3.2028,73.2207",0.02
St Martin,France,France - St Martin,2020-03-09,2,0,0,2,2,0,0.0,0.0,0.0,0.0,"18.0708,-63.0501",0.02
,Lithuania,Lithuania,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"55.1694,23.8813",0.02
,Bangladesh,Bangladesh,2020-03-09,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"23.685,90.3563",0.02
Gansu,China,China - Gansu,2020-03-09,124,2,88,34,0,0,1.0,3.0,0.016,0.667,"37.8099,101.0583",0.02
,Algeria,Algeria,2020-03-09,20,0,0,20,1,0,0.0,0.0,0.0,0.0,"28.0339,1.6596",0.02
,Philippines,Philippines,2020-03-09,20,1,1,18,10,0,0.0,1.0,0.05,1.0,"13.0,122.0",0.02
New South Wales,Australia,Australia - New South Wales,2020-03-09,48,2,4,42,10,0,0.0,2.0,0.042,1.0,"-33.8688,151.2093",0.02
,Tunisia,Tunisia,2020-03-09,2,0,0,2,0,0,0.0,0.0,0.0,0.0,"34.0,9.0",0.02
Inner Mongolia,China,China - Inner Mongolia,2020-03-09,75,1,70,4,0,0,0.0,1.0,0.013,1.0,"44.0935,113.9448",0.02
Heilongjiang,China,China - Heilongjiang,2020-03-09,481,13,430,38,0,0,18.0,31.0,0.027,0.419,"47.861999999999995,127.7615",0.02
,Kuwait,Kuwait,2020-03-09,64,0,1,63,0,0,0.0,0.0,0.0,0.0,"29.5,47.75",0.02
Jilin,China,China - Jilin,2020-03-09,93,1,91,1,0,0,1.0,2.0,0.011,0.5,"43.6661,126.1923",0.02
,Guatemala,Guatemala,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"15.7835,-90.2308",0.02
,Kazakhstan,Kazakhstan,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"48.0196,66.9237",0.02
,Panama,Panama,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"8.538,-80.7821",0.02
Shanghai,China,China - Shanghai,2020-03-09,342,3,315,24,0,0,1.0,4.0,0.009,0.75,"31.201999999999998,121.4491",0.02
Hunan,China,China - Hunan,2020-03-09,1018,4,979,35,0,0,11.0,15.0,0.004,0.267,"27.6104,111.7088",0.02
,Kosovo,Kosovo,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"42.602636,20.902977",0.02
,Burundi,Burundi,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-3.3731,29.9189",0.02
,Nigeria,Nigeria,2020-03-09,2,0,0,2,1,0,0.0,0.0,0.0,0.0,"9.082,8.6753",0.02
,Liberia,Liberia,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"6.4281,-9.4295",0.02
,Israel,Israel,2020-03-09,61,0,2,59,0,0,0.0,0.0,0.0,0.0,"31.0,35.0",0.02
Recovered,Canada,Canada - Recovered,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"0.0,0.0",0.02
,Zambia,Zambia,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-15.4167,28.2833",0.02
,Sudan,Sudan,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"12.8628,30.2176",0.02
,Italy,Italy,2020-03-09,9172,463,724,7985,1797,97,102.0,565.0,0.05,0.819,"43.0,12.0",0.02
Curacao,Netherlands,Netherlands - Curacao,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"12.1696,-68.99",0.02
,Benin,Benin,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"9.3077,2.3158",0.02
Isle of Man,United Kingdom,United Kingdom - Isle of Man,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"54.2361,-4.5481",0.02
,MS Zaandam,MS Zaandam,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"0.0,0.0",0.02
Qinghai,China,China - Qinghai,2020-03-09,18,0,18,0,0,0,0.0,0.0,0.0,0.0,"35.7452,95.9956",0.02
Shanxi,China,China - Shanxi,2020-03-09,133,0,127,6,0,0,1.0,1.0,0.0,0.0,"37.5777,112.2922",0.02
,El Salvador,El Salvador,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"13.7942,-88.8965",0.02
,Mexico,Mexico,2020-03-09,7,0,1,6,0,0,0.0,0.0,0.0,0.0,"23.6345,-102.5528",0.02
,Monaco,Monaco,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"43.7333,7.4167",0.02
,Madagascar,Madagascar,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-18.7669,46.8691",0.02
,Cabo Verde,Cabo Verde,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"16.5388,-23.0418",0.02
Northwest Territories,Canada,Canada - Northwest Territories,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"64.8255,-124.8457",0.02
,Sri Lanka,Sri Lanka,2020-03-09,1,0,1,0,0,0,0.0,0.0,0.0,0.0,"7.0,81.0",0.02
,Senegal,Senegal,2020-03-09,4,0,1,3,0,0,0.0,0.0,0.0,0.0,"14.4974,-14.4524",0.02
,Russia,Russia,2020-03-09,17,0,3,14,0,0,0.0,0.0,0.0,0.0,"60.0,90.0",0.02
,Indonesia,Indonesia,2020-03-09,19,0,0,19,13,0,0.0,0.0,0.0,0.0,"-0.7893,113.9213",0.02
,Barbados,Barbados,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"13.1939,-59.5432",0.02
,Dominica,Dominica,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"15.415,-61.371",0.02
,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"12.9843,-61.2872",0.02
,New Zealand,New Zealand,2020-03-09,5,0,0,5,0,0,0.0,0.0,0.0,0.0,"-40.9006,174.886",0.02
British Columbia,Canada,Canada - British Columbia,2020-03-09,32,1,17,14,5,1,0.0,1.0,0.031,1.0,"49.2827,-123.1207",0.02
,Ireland,Ireland,2020-03-09,21,0,0,21,2,0,0.0,0.0,0.0,0.0,"53.1424,-7.6921",0.02
,Tanzania,Tanzania,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-6.369,34.8888",0.02
Henan,China,China - Henan,2020-03-09,1272,22,1247,3,0,0,0.0,22.0,0.017,1.0,"33.882,113.61399999999999",0.02
Gibraltar,United Kingdom,United Kingdom - Gibraltar,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"36.1408,-5.3536",0.02
,Netherlands,Netherlands,2020-03-09,321,3,0,318,56,0,0.0,3.0,0.009,1.0,"52.1326,5.2913",0.02
,Jordan,Jordan,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"31.24,36.51",0.02
Anguilla,United Kingdom,United Kingdom - Anguilla,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"18.2206,-63.0686",0.02
,Zimbabwe,Zimbabwe,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-20.0,30.0",0.02
,Saint Lucia,Saint Lucia,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"13.9094,-60.9789",0.02
,Estonia,Estonia,2020-03-09,10,0,0,10,0,0,0.0,0.0,0.0,0.0,"58.5953,25.0136",0.02
,Bahamas,Bahamas,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"25.0343,-77.3963",0.02
,Venezuela,Venezuela,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"6.4238,-66.5897",0.02
,Andorra,Andorra,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"42.5063,1.5218",0.02
,Libya,Libya,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"26.3351,17.228331",0.02
,Grenada,Grenada,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"12.1165,-61.678999999999995",0.02
,Paraguay,Paraguay,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"-23.4425,-58.4438",0.02
,Malaysia,Malaysia,2020-03-09,117,0,24,93,18,0,0.0,0.0,0.0,0.0,"2.5,112.5",0.02
Saskatchewan,Canada,Canada - Saskatchewan,2020-03-09,0,0,17,0,0,0,0.0,0.0,0.0,0.0,"52.9399,-106.4509",0.02
,Cambodia,Cambodia,2020-03-09,2,0,1,1,0,0,0.0,0.0,0.0,0.0,"11.55,104.9167",0.02
Yukon,Canada,Canada - Yukon,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"64.2823,-135.0",0.02
Jiangsu,China,China - Jiangsu,2020-03-09,631,0,621,10,0,0,9.0,9.0,0.0,0.0,"32.9711,119.455",0.02
Shandong,China,China - Shandong,2020-03-09,758,6,700,52,0,0,58.0,64.0,0.008,0.094,"36.3427,118.1498",0.02
,Japan,Japan,2020-03-09,511,10,76,425,9,4,0.0,10.0,0.02,1.0,"36.0,138.0",0.02
,Guyana,Guyana,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"5.0,-58.75",0.02
Quebec,Canada,Canada - Quebec,2020-03-09,4,0,17,0,0,0,0.0,0.0,0.0,0.0,"52.9399,-73.5491",0.02
,Botswana,Botswana,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-22.3285,24.6849",0.02
,Brunei,Brunei,2020-03-09,1,0,0,1,1,0,0.0,0.0,0.0,0.0,"4.5353,114.7277",0.02
Zhejiang,China,China - Zhejiang,2020-03-09,1215,1,1176,38,0,0,15.0,16.0,0.001,0.062,"29.1832,120.0934",0.02
,Croatia,Croatia,2020-03-09,12,0,0,12,0,0,0.0,0.0,0.0,0.0,"45.1,15.2",0.02
,Denmark,Denmark,2020-03-09,90,0,1,89,55,0,0.0,0.0,0.0,0.0,"56.2639,9.5018",0.02
,Oman,Oman,2020-03-09,16,0,2,14,0,0,0.0,0.0,0.0,0.0,"21.0,57.0",0.02
,Mozambique,Mozambique,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-18.665695,35.529562",0.02
Grand Princess,Canada,Canada - Grand Princess,2020-03-09,0,0,17,0,0,0,0.0,0.0,0.0,0.0,"37.6489,-122.6655",0.02
,Taiwan*,Taiwan*,2020-03-09,45,1,15,29,0,0,2.0,3.0,0.022,0.333,"23.7,121.0",0.02
,Chile,Chile,2020-03-09,8,0,0,8,0,0,0.0,0.0,0.0,0.0,"-35.6751,-71.543",0.02
,Montenegro,Montenegro,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"42.5,19.3",0.02
,Czechia,Czechia,2020-03-09,31,0,0,31,0,0,0.0,0.0,0.0,0.0,"49.8175,15.472999999999999",0.02
Saint Barthelemy,France,France - Saint Barthelemy,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"17.9,-62.8333",0.02
,Nicaragua,Nicaragua,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"12.8654,-85.2072",0.02
Sint Maarten,Netherlands,Netherlands - Sint Maarten,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"18.0425,-63.0548",0.02
,San Marino,San Marino,2020-03-09,36,1,0,35,0,0,0.0,1.0,0.028,1.0,"43.9424,12.4578",0.02
,Sweden,Sweden,2020-03-09,248,0,1,247,45,0,1.0,1.0,0.0,0.0,"63.0,16.0",0.02
,Chad,Chad,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"15.4542,18.7322",0.02
,Rwanda,Rwanda,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-1.9403,29.8739",0.02
New Brunswick,Canada,Canada - New Brunswick,2020-03-09,0,0,17,0,0,0,0.0,0.0,0.0,0.0,"46.5653,-66.4619",0.02
,Latvia,Latvia,2020-03-09,6,0,0,6,4,0,0.0,0.0,0.0,0.0,"56.8796,24.6032",0.02
,Eswatini,Eswatini,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-26.5225,31.4659",0.02
,Togo,Togo,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"8.6195,0.8248",0.02
,Uruguay,Uruguay,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-32.5228,-55.7658",0.02
Falkland Islands (Islas Malvinas),United Kingdom,United Kingdom - Falkland Islands (Islas Malvinas),2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-51.7963,-59.5236",0.02
,Papua New Guinea,Papua New Guinea,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-6.315,143.9555",0.02
,Antigua and Barbuda,Antigua and Barbuda,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"17.0608,-61.7964",0.02
,Georgia,Georgia,2020-03-09,15,0,0,15,2,0,0.0,0.0,0.0,0.0,"42.3154,43.3569",0.02
,Afghanistan,Afghanistan,2020-03-09,4,0,0,4,0,0,0.0,0.0,0.0,0.0,"33.0,65.0",0.02
,Argentina,Argentina,2020-03-09,12,1,0,11,0,0,0.0,1.0,0.083,1.0,"-38.4161,-63.6167",0.02
Anhui,China,China - Anhui,2020-03-09,990,6,984,0,0,0,0.0,6.0,0.006,1.0,"31.8257,117.2264",0.02
,Suriname,Suriname,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"3.9193,-56.0278",0.02
,Colombia,Colombia,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"4.5709,-74.2973",0.02
,Equatorial Guinea,Equatorial Guinea,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"1.5,10.0",0.02
Chongqing,China,China - Chongqing,2020-03-09,576,6,542,28,0,0,15.0,21.0,0.01,0.286,"30.0572,107.874",0.02
,Eritrea,Eritrea,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"15.1794,39.7823",0.02
,Thailand,Thailand,2020-03-09,50,1,31,18,0,0,0.0,1.0,0.02,1.0,"15.0,101.0",0.02
,Bhutan,Bhutan,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"27.5142,90.4336",0.02
,Haiti,Haiti,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"18.9712,-72.2852",0.02
,Switzerland,Switzerland,2020-03-09,374,2,3,369,37,0,0.0,2.0,0.005,1.0,"46.8182,8.2275",0.02
Reunion,France,France - Reunion,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-21.1351,55.2471",0.02
,Bahrain,Bahrain,2020-03-09,95,0,14,81,10,0,10.0,10.0,0.0,0.0,"26.0275,50.55",0.02
,Mauritius,Mauritius,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-20.2,57.5",0.02
Guizhou,China,China - Guizhou,2020-03-09,146,2,123,21,0,0,6.0,8.0,0.014,0.25,"26.8154,106.8748",0.02
,Laos,Laos,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"19.856270000000002,102.495496",0.02
,Gambia,Gambia,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"13.4432,-15.3101",0.02
Tasmania,Australia,Australia - Tasmania,2020-03-09,2,0,0,2,0,0,0.0,0.0,0.0,0.0,"-41.4545,145.9707",0.02
,Iran,Iran,2020-03-09,7161,237,2394,4530,595,43,260.0,497.0,0.033,0.477,"32.0,53.0",0.02
,Liechtenstein,Liechtenstein,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"47.14,9.55",0.02
,Peru,Peru,2020-03-09,7,0,0,7,1,0,0.0,0.0,0.0,0.0,"-9.19,-75.0152",0.02
,Guinea,Guinea,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"9.9456,-9.6966",0.02
,Armenia,Armenia,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"40.0691,45.0382",0.02
,US,US,2020-03-09,583,22,7,554,65,1,0.0,22.0,0.038,1.0,"37.0902,-95.7129",0.02
Yunnan,China,China - Yunnan,2020-03-09,174,2,170,2,0,0,0.0,2.0,0.011,1.0,"24.974,101.48700000000001",0.02
,Fiji,Fiji,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-17.7134,178.065",0.02
,India,India,2020-03-09,43,0,3,40,4,0,0.0,0.0,0.0,0.0,"21.0,78.0",0.02
,Burkina Faso,Burkina Faso,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"12.2383,-1.5616",0.02
,Seychelles,Seychelles,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-4.6796,55.492",0.02
Queensland,Australia,Australia - Queensland,2020-03-09,15,0,8,7,0,0,0.0,0.0,0.0,0.0,"-28.0167,153.4",0.02
,Bosnia and Herzegovina,Bosnia and Herzegovina,2020-03-09,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"43.9159,17.6791",0.02
,Poland,Poland,2020-03-09,16,0,0,16,5,0,0.0,0.0,0.0,0.0,"51.9194,19.1451",0.02
,Mongolia,Mongolia,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"46.8625,103.8467",0.02
,Honduras,Honduras,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"15.2,-86.2419",0.02
Western Australia,Australia,Australia - Western Australia,2020-03-09,4,1,0,3,1,0,0.0,1.0,0.25,1.0,"-31.9505,115.8605",0.02
Diamond Princess,Canada,Canada - Diamond Princess,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"0.0,0.0",0.02
Fujian,China,China - Fujian,2020-03-09,296,1,295,0,0,0,0.0,1.0,0.003,1.0,"26.0789,117.9874",0.02
Northern Territory,Australia,Australia - Northern Territory,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-12.4634,130.8456",0.02
Alberta,Canada,Canada - Alberta,2020-03-09,7,0,17,0,3,0,0.0,0.0,0.0,0.0,"53.9333,-116.5765",0.02
,United Kingdom,United Kingdom,2020-03-09,321,4,18,299,48,1,0.0,4.0,0.012,1.0,"55.3781,-3.4360000000000004",0.02
Nova Scotia,Canada,Canada - Nova Scotia,2020-03-09,0,0,17,0,0,0,0.0,0.0,0.0,0.0,"44.681999999999995,-63.7443",0.02
Victoria,Australia,Australia - Victoria,2020-03-09,15,0,7,8,4,0,0.0,0.0,0.0,0.0,"-37.8136,144.9631",0.02
,Iceland,Iceland,2020-03-09,58,0,0,58,8,0,0.0,0.0,0.0,0.0,"64.9631,-19.0208",0.02
,Jamaica,Jamaica,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"18.1096,-77.2975",0.02
,Austria,Austria,2020-03-09,131,0,2,129,27,0,2.0,2.0,0.0,0.0,"47.5162,14.5501",0.02
,Pakistan,Pakistan,2020-03-09,6,0,1,5,0,0,0.0,0.0,0.0,0.0,"30.3753,69.3451",0.02
,Gabon,Gabon,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-0.8037,11.6094",0.02
,Malta,Malta,2020-03-09,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"35.9375,14.3754",0.02
,Finland,Finland,2020-03-09,30,0,1,29,7,0,0.0,0.0,0.0,0.0,"64.0,26.0",0.02
Cayman Islands,United Kingdom,United Kingdom - Cayman Islands,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"19.3133,-81.2546",0.02
,Moldova,Moldova,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"47.4116,28.3699",0.02
,Ecuador,Ecuador,2020-03-09,15,0,0,15,1,0,0.0,0.0,0.0,0.0,"-1.8312,-78.1834",0.02
Greenland,Denmark,Denmark - Greenland,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"71.7069,-42.6043",0.02
,Somalia,Somalia,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"5.1521,46.1996",0.02
Guadeloupe,France,France - Guadeloupe,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"16.25,-61.5833",0.02
Hubei,China,China - Hubei,2020-03-09,67743,3008,46488,18247,36,22,1253.0,4261.0,0.044,0.706,"30.9756,112.2707",0.02
Bonaire Sint Eustatius and Saba,Netherlands,Netherlands - Bonaire Sint Eustatius and Saba,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"12.1784,-68.2385",0.02
Guangdong,China,China - Guangdong,2020-03-09,1352,8,1260,84,0,1,4.0,12.0,0.006,0.667,"23.3417,113.4244",0.02
,Congo (Kinshasa),Congo (Kinshasa),2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-4.0383,21.7587",0.02
,Nepal,Nepal,2020-03-09,1,0,1,0,0,0,0.0,0.0,0.0,0.0,"28.1667,84.25",0.02
Montserrat,United Kingdom,United Kingdom - Montserrat,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"16.7425,-62.1874",0.02
,Ukraine,Ukraine,2020-03-09,1,0,0,1,0,0,0.0,0.0,0.0,0.0,"48.3794,31.1656",0.02
,Belize,Belize,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"13.1939,-59.5432",0.02
,Iraq,Iraq,2020-03-09,60,6,3,51,0,0,3.0,9.0,0.1,0.667,"33.0,44.0",0.02
,Norway,Norway,2020-03-09,205,0,1,204,29,0,1.0,1.0,0.0,0.0,"60.472,8.4689",0.02
,United Arab Emirates,United Arab Emirates,2020-03-09,45,0,7,38,0,0,0.0,0.0,0.0,0.0,"24.0,54.0",0.02
,Vietnam,Vietnam,2020-03-09,30,0,16,14,0,0,0.0,0.0,0.0,0.0,"16.0,108.0",0.02
Bermuda,United Kingdom,United Kingdom - Bermuda,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"32.3078,-64.7505",0.02
,Burma,Burma,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"21.9162,95.956",0.02
Macau,China,China - Macau,2020-03-09,10,0,10,0,0,0,0.0,0.0,0.0,0.0,"22.1667,113.55",0.02
,Singapore,Singapore,2020-03-09,150,0,78,72,0,0,0.0,0.0,0.0,0.0,"1.2833,103.8333",0.02
Shanxi,China,China - Shanxi,2020-03-09,245,1,227,17,0,0,0.0,1.0,0.004,1.0,"35.1917,108.8701",0.02
,Slovakia,Slovakia,2020-03-09,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"48.669,19.699",0.02
Turks and Caicos Islands,United Kingdom,United Kingdom - Turks and Caicos Islands,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"21.69400000000001,-71.7979",0.02
Xinjiang,China,China - Xinjiang,2020-03-09,76,3,73,0,0,0,0.0,3.0,0.039,1.0,"41.1129,85.2401",0.02
,Kenya,Kenya,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-0.0236,37.9062",0.02
South Australia,Australia,Australia - South Australia,2020-03-09,7,0,2,5,0,0,0.0,0.0,0.0,0.0,"-34.9285,138.6007",0.02
,Portugal,Portugal,2020-03-09,30,0,0,30,0,0,0.0,0.0,0.0,0.0,"39.3999,-8.2245",0.02
,France,France,2020-03-09,1209,19,12,1178,83,0,0.0,19.0,0.016,1.0,"46.2276,2.2137",0.02
,Cote d'Ivoire,Cote d'Ivoire,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"7.54,-5.5471",0.02
,Ghana,Ghana,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"7.9465,-1.0232",0.02
French Polynesia,France,France - French Polynesia,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-17.6797,149.4068",0.02
,Angola,Angola,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-11.2027,17.8739",0.02
,Belgium,Belgium,2020-03-09,239,0,1,238,39,0,0.0,0.0,0.0,0.0,"50.8333,4.0",0.02
,Uzbekistan,Uzbekistan,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"41.3775,64.5853",0.02
,Congo (Brazzaville),Congo (Brazzaville),2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-4.0383,21.7587",0.02
Hebei,China,China - Hebei,2020-03-09,318,6,307,5,0,0,0.0,6.0,0.019,1.0,"39.549,116.1306",0.02
,Costa Rica,Costa Rica,2020-03-09,9,0,0,9,4,0,0.0,0.0,0.0,0.0,"9.7489,-83.7534",0.02
French Guiana,France,France - French Guiana,2020-03-09,5,0,0,5,0,0,0.0,0.0,0.0,0.0,"3.9339,-53.1258",0.02
,Belarus,Belarus,2020-03-09,6,0,1,5,0,0,1.0,1.0,0.0,0.0,"53.7098,27.9534",0.02
,Mauritania,Mauritania,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"21.0079,10.9408",0.02
,Qatar,Qatar,2020-03-09,18,0,0,18,3,0,0.0,0.0,0.0,0.0,"25.3548,51.1839",0.02
Australian Capital Territory,Australia,Australia - Australian Capital Territory,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-35.4735,149.0124",0.02
,Mali,Mali,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"17.570692,-3.996166000000001",0.02
Faroe Islands,Denmark,Denmark - Faroe Islands,2020-03-09,2,0,0,2,0,0,0.0,0.0,0.0,0.0,"61.8926,-6.9118",0.02
,Luxembourg,Luxembourg,2020-03-09,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"49.8153,6.1296",0.02
,Slovenia,Slovenia,2020-03-09,16,0,0,16,0,0,0.0,0.0,0.0,0.0,"46.1512,14.9955",0.02
Sichuan,China,China - Sichuan,2020-03-09,539,3,466,70,0,0,2.0,5.0,0.006,0.6,"30.6171,102.7103",0.02
,Cuba,Cuba,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"22.0,-80.0",0.02
,Saint Kitts and Nevis,Saint Kitts and Nevis,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"17.357822,-62.782998",0.02
Prince Edward Island,Canada,Canada - Prince Edward Island,2020-03-09,0,0,17,0,0,0,0.0,0.0,0.0,0.0,"46.5107,-63.4168",0.02
,Namibia,Namibia,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"-22.9576,18.4904",0.02
,Dominican Republic,Dominican Republic,2020-03-09,5,0,0,5,0,0,0.0,0.0,0.0,0.0,"18.7357,-70.1627",0.02
,North Macedonia,North Macedonia,2020-03-09,3,0,0,3,0,0,0.0,0.0,0.0,0.0,"41.6086,21.7453",0.02
Liaoning,China,China - Liaoning,2020-03-09,125,1,109,15,0,0,0.0,1.0,0.008,1.0,"41.2956,122.6085",0.02
,Sierra Leone,Sierra Leone,2020-03-09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,"8.460555000000001,-11.779889",0.02
