Lat;Lang;Province;Country;Date;Forecast Confirmed Cases;Forecast Confirmed Cases Upper Bound;Forecast Confirmed Cases Lower Bound;Forecast New Cases;Forecast New Cases Upper Bound;Forecast New Cases Lower Bound
51.9194;19.1451;;Poland;2020-03-30;2586;3725;1595;250;523;0
39.3999;-8.2245;;Portugal;2020-03-26;3612;4169;3060;518;870;148
39.3999;-8.2245;;Portugal;2020-03-27;4328;5436;3488;616;940;268
39.3999;-8.2245;;Portugal;2020-03-28;5197;6750;3811;795;1268;276
39.3999;-8.2245;;Portugal;2020-03-29;6372;8515;4328;732;1379;0
39.3999;-8.2245;;Portugal;2020-03-30;7348;10124;4810;856;1473;168
25.3548;51.1839;;Qatar;2020-03-26;556;587;522;4;4;4
25.3548;51.1839;;Qatar;2020-03-27;582;635;531;8;15;1
25.3548;51.1839;;Qatar;2020-03-28;599;668;534;4;10;2
25.3548;51.1839;;Qatar;2020-03-29;625;716;539;6;15;0
25.3548;51.1839;;Qatar;2020-03-30;641;771;525;9;19;0
45.9432;24.9668;;Romania;2020-03-26;1114;1283;972;193;310;54
45.9432;24.9668;;Romania;2020-03-27;1370;1686;1007;230;373;64
45.9432;24.9668;;Romania;2020-03-28;1737;2324;1126;262;416;72
45.9432;24.9668;;Romania;2020-03-29;2080;2872;1129;254;537;0
45.9432;24.9668;;Romania;2020-03-30;2452;3612;1200;200;578;0
60.0;90.0;;Russia;2020-03-26;790;902;666;125;197;48
60.0;90.0;;Russia;2020-03-27;965;1173;729;84;252;12
60.0;90.0;;Russia;2020-03-28;1167;1488;838;199;317;44
60.0;90.0;;Russia;2020-03-29;1450;2016;962;195;439;0
60.0;90.0;;Russia;2020-03-30;1623;2348;1020;173;397;0
43.9424;12.4578;;San Marino;2020-03-26;227;244;211;12;23;2
43.9424;12.4578;;San Marino;2020-03-27;250;280;215;16;34;0
43.9424;12.4578;;San Marino;2020-03-28;275;320;223;11;39;0
43.9424;12.4578;;San Marino;2020-03-29;303;377;229;11;31;0
43.9424;12.4578;;San Marino;2020-03-30;336;433;238;15;39;0
24.0;45.0;;Saudi Arabia;2020-03-26;1112;1254;957;176;329;39
24.0;45.0;;Saudi Arabia;2020-03-27;1325;1627;979;199;362;21
24.0;45.0;;Saudi Arabia;2020-03-28;1611;2034;1110;197;408;0
24.0;45.0;;Saudi Arabia;2020-03-29;1988;2692;1127;245;481;0
24.0;45.0;;Saudi Arabia;2020-03-30;2273;3113;1231;283;510;0
44.0165;21.0059;;Serbia;2020-03-26;466;527;404;83;163;5
44.0165;21.0059;;Serbia;2020-03-27;556;697;428;98;185;5
44.0165;21.0059;;Serbia;2020-03-28;666;921;461;110;223;0
44.0165;21.0059;;Serbia;2020-03-29;852;1242;495;87;258;0
44.0165;21.0059;;Serbia;2020-03-30;965;1446;494;120;331;0
1.2833;103.8333;;Singapore;2020-03-26;715;794;623;58;119;23
1.2833;103.8333;;Singapore;2020-03-27;837;1023;672;85;140;19
1.2833;103.8333;;Singapore;2020-03-28;982;1285;716;89;156;14
1.2833;103.8333;;Singapore;2020-03-29;1157;1528;791;99;180;0
1.2833;103.8333;;Singapore;2020-03-30;1357;1940;770;92;209;0
48.669;19.699;;Slovakia;2020-03-26;244;259;220;14;31;0
48.669;19.699;;Slovakia;2020-03-27;268;301;232;13;35;0
48.669;19.699;;Slovakia;2020-03-28;297;348;242;14;34;0
48.669;19.699;;Slovakia;2020-03-29;338;423;254;16;42;0
48.669;19.699;;Slovakia;2020-03-30;378;502;259;17;43;0
46.1512;14.9955;;Slovenia;2020-03-26;594;645;528;44;92;7
46.1512;14.9955;;Slovenia;2020-03-27;669;787;566;42;99;0
46.1512;14.9955;;Slovenia;2020-03-28;763;927;596;51;113;0
46.1512;14.9955;;Slovenia;2020-03-29;890;1114;627;53;117;0
46.1512;14.9955;;Slovenia;2020-03-30;991;1338;637;50;128;0
-30.5595;22.9375;;South Africa;2020-03-26;876;1058;673;172;289;46
-30.5595;22.9375;;South Africa;2020-03-27;1075;1470;694;188;311;32
-30.5595;22.9375;;South Africa;2020-03-28;1426;1942;773;223;381;45
-30.5595;22.9375;;South Africa;2020-03-29;1608;2495;805;210;480;0
-30.5595;22.9375;;South Africa;2020-03-30;1816;2690;806;223;541;0
40.0;-4.0;;Spain;2020-03-26;60179;65965;54834;8473;12835;5530
40.0;-4.0;;Spain;2020-03-27;70911;81576;61169;9120;13092;4600
40.0;-4.0;;Spain;2020-03-28;82643;99574;69064;10071;15517;4576
40.0;-4.0;;Spain;2020-03-29;95356;117026;77225;10034;13944;5354
40.0;-4.0;;Spain;2020-03-30;103775;130265;83252;11304;15669;5754
7.0;81.0;;Sri Lanka;2020-03-26;115;125;106;7;17;0
7.0;81.0;;Sri Lanka;2020-03-27;127;147;110;5;11;0
7.0;81.0;;Sri Lanka;2020-03-28;139;169;113;7;15;0
7.0;81.0;;Sri Lanka;2020-03-29;155;191;117;6;16;0
7.0;81.0;;Sri Lanka;2020-03-30;169;222;120;4;12;0
63.0;16.0;;Sweden;2020-03-26;2812;3034;2578;251;384;82
63.0;16.0;;Sweden;2020-03-27;3138;3531;2696;281;475;93
63.0;16.0;;Sweden;2020-03-28;3485;4043;2789;290;517;48
63.0;16.0;;Sweden;2020-03-29;3958;4851;2986;321;593;32
63.0;16.0;;Sweden;2020-03-30;4331;5753;3004;296;564;0
46.8182;8.2275;;Switzerland;2020-03-26;13091;14481;11416;1613;2275;876
46.8182;8.2275;;Switzerland;2020-03-27;15116;17561;12129;1712;2577;893
46.8182;8.2275;;Switzerland;2020-03-28;17861;21644;13999;1738;2746;788
46.8182;8.2275;;Switzerland;2020-03-29;20603;26612;15729;2008;3111;800
46.8182;8.2275;;Switzerland;2020-03-30;23158;29626;16552;1950;2848;559
23.7;121.0;;Taiwan*;2020-03-26;274;313;236;32;60;11
23.7;121.0;;Taiwan*;2020-03-27;325;391;258;37;62;5
23.7;121.0;;Taiwan*;2020-03-28;375;476;284;31;70;0
23.7;121.0;;Taiwan*;2020-03-29;446;598;297;41;89;0
23.7;121.0;;Taiwan*;2020-03-30;516;747;326;40;98;0
15.0;101.0;;Thailand;2020-03-26;1128;1255;980;197;305;70
15.0;101.0;;Thailand;2020-03-27;1356;1643;1079;163;311;66
15.0;101.0;;Thailand;2020-03-28;1634;2040;1176;214;398;15
15.0;101.0;;Thailand;2020-03-29;1938;2488;1212;217;518;0
15.0;101.0;;Thailand;2020-03-30;2310;3205;1283;229;461;0
34.0;9.0;;Tunisia;2020-03-26;209;248;148;35;75;0
34.0;9.0;;Tunisia;2020-03-27;257;358;150;46;99;0
34.0;9.0;;Tunisia;2020-03-28;326;494;159;91;150;0
34.0;9.0;;Tunisia;2020-03-29;386;628;128;45;131;0
34.0;9.0;;Tunisia;2020-03-30;435;721;102;47;133;0
38.9637;35.2433;;Turkey;2020-03-26;3001;3620;2522;547;1019;165
38.9637;35.2433;;Turkey;2020-03-27;3605;4621;2551;663;1189;227
38.9637;35.2433;;Turkey;2020-03-28;4403;6018;2473;741;1318;131
38.9637;35.2433;;Turkey;2020-03-29;5292;7466;2514;808;1397;0
38.9637;35.2433;;Turkey;2020-03-30;5945;8566;2273;912;1443;231
48.3794;31.1656;;Ukraine;2020-03-26;176;218;136;37;79;0
48.3794;31.1656;;Ukraine;2020-03-27;224;306;125;44;118;0
48.3794;31.1656;;Ukraine;2020-03-28;291;446;134;51;116;0
48.3794;31.1656;;Ukraine;2020-03-29;356;543;130;47;120;0
48.3794;31.1656;;Ukraine;2020-03-30;380;593;117;39;140;0
24.0;54.0;;United Arab Emirates;2020-03-26;393;451;350;52;99;8
24.0;54.0;;United Arab Emirates;2020-03-27;494;606;376;79;136;17
24.0;54.0;;United Arab Emirates;2020-03-28;595;853;396;77;141;0
24.0;54.0;;United Arab Emirates;2020-03-29;723;1052;428;85;198;0
24.0;54.0;;United Arab Emirates;2020-03-30;860;1254;400;85;210;0
55.3781;-3.4360000000000004;;United Kingdom;2020-03-26;11420;13169;10271;1504;2608;653
55.3781;-3.4360000000000004;;United Kingdom;2020-03-27;13610;16466;11320;1707;2677;368
55.3781;-3.4360000000000004;;United Kingdom;2020-03-28;15745;19918;12469;1939;2850;784
55.3781;-3.4360000000000004;;United Kingdom;2020-03-29;18525;23875;13342;2821;3452;811
55.3781;-3.4360000000000004;;United Kingdom;2020-03-30;21510;28792;14798;2354;3948;779
-32.5228;-55.7658;;Uruguay;2020-03-26;212;240;186;20;38;5
-32.5228;-55.7658;;Uruguay;2020-03-27;240;293;192;27;62;0
-32.5228;-55.7658;;Uruguay;2020-03-28;274;357;206;20;50;0
-32.5228;-55.7658;;Uruguay;2020-03-29;321;450;216;19;53;0
-32.5228;-55.7658;;Uruguay;2020-03-30;372;552;221;25;57;0
37.0902;-95.7129;;US;2020-03-26;84438;93745;68728;14847;24475;5434
37.0902;-95.7129;;US;2020-03-27;99880;122987;81887;14660;22174;8626
37.0902;-95.7129;;US;2020-03-28;118752;143135;93623;16113;22307;8527
37.0902;-95.7129;;US;2020-03-29;133680;164428;101044;16200;27838;7959
37.0902;-95.7129;;US;2020-03-30;143573;175765;110051;16668;24458;8399
16.0;108.0;;Vietnam;2020-03-26;158;171;145;13;27;0
16.0;108.0;;Vietnam;2020-03-27;180;207;151;16;32;3
16.0;108.0;;Vietnam;2020-03-28;199;246;158;16;33;1
16.0;108.0;;Vietnam;2020-03-29;232;300;168;16;37;0
16.0;108.0;;Vietnam;2020-03-30;266;362;177;16;35;0
